J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
166.0,63.0,59.0,57.5,5.1734,60.853,10.4401993,1.6552,6.0,1.136,1.95366544,53.97324,0.06328546,470.0,1.0,10.0,20.47007,20.5597234,0.1091,1.957,6.0,19.029,0.2192031,53.97324
60.0,37.5,78.5,98.0,20.46362,0.39021,0.25021,2.331,6.0,2.54,4.41046071,34.0329,0.05438049,386.0,0.0,12.0,9.94664516,0.817084,1.43767,0.159,4.0,0.69436,0.98570685,18.0153
75.5,104.0,92.0,4.5,9.94664516,14.5217696,1.92252895,1.62,4.0,1.562,2.23345025,127.91241,0.04375836,354.95,0.0,10.0,5.182,16051.1165,0.39021,0.11011,2.0,0.69436,1.95366544,44.071
49.0,134.0,53.0,53.5,2.0273542,9.57789,1.67195,1.38,2.0,2.215,3.70806796,20.00689,0.06328546,361.0,1.0,8.0,4.25240851,1.92252895,0.09107,0.715,6.0,0.787,2.51258831,16.0425
36.5,48.0,80.5,49.5,0.346,0.50424,4.74202,1.6552,4.0,2.247,0.36769553,20.00689,0.04614754,303.0,1.0,10.0,4.25240851,5.2412,51.3761602,0.11011,6.0,3.616,2.71717568,17.0305
147.0,119.0,38.5,43.0,4.25240851,0.82323552,0.34634,1.81,6.0,5.453,2.00771188,64.064,0.17210159,332.02,0.0,12.0,20.46362,0.3528,1.69614207,1.847,2.0,5.61,2.00771188,32.0419
83.0,6.5,11.5,14.5,3.09855,0.62048896,6.22750356,1.4719,2.0,3.21,3.02500281,47.0134,0.03636004,347.0,1.0,10.0,27.8806313,16051.1165,0.817084,0.0,4.0,5.09,1.70683411,50.96825
13.0,43.0,13.5,58.0,5.182,1.0012,60.853,1.67229184,6.0,3.438,2.83596962,64.064,0.12677301,285.5,1.0,8.0,9.94664516,1.67195,1.69614207,1.857,2.64,4.49,0.41295036,32.0419
57.5,135.0,65.0,72.5,5.1734,6.42637,6.42637,0.159,6.0,1.562,0.07071068,20.00689,0.07399752,376.5,0.0,10.0,5.2412,14.5217696,5.2412,1.67229184,6.0,2.54,0.78954903,32.0419
128.0,47.5,68.5,47.0,4.828,9.94664516,1.92252895,1.81,4.0,7.325,1.3576325,28.0532,0.10394785,399.5,1.0,10.0,20.47007,1.92252895,5.2412,0.828,2.0,2.507,2.71717568,31.9988
121.0,31.5,118.0,22.5,20.47007,6.42637,60.853,1.826526,4.0,2.215,1.6541585,28.0532,0.05594409,358.0,0.0,10.0,20.46362,1.67195,1.92252895,0.11011,4.0,3.21,0.41295036,44.0095
151.0,120.0,16.5,44.0,0.346,10.4401993,0.32192,0.45,2.0,3.438,0.78954903,47.0134,0.06481883,332.02,1.0,8.0,9.94664516,20.5597234,0.32192,1.4719,4.0,4.49,0.36769553,20.00689
145.0,67.5,97.0,23.5,3.09855,0.39021,1.92252895,1.38,4.0,1.562,2.83596962,32.0419,0.17210159,386.0,1.0,8.0,5.182,1.69614207,0.4912,1.81,4.0,8.749,0.98570685,95.92568
87.0,163.0,18.0,67.0,100000.0,0.62048896,8.34923939,0.828,4.0,4.188,2.92049556,50.96825,0.04930319,399.5,1.0,4.0,5.2412,60.853,0.09107,1.826526,4.0,5.39684463,2.43810418,18.0153
82.5,122.0,4.5,16.5,4.25240851,0.82323552,60.853,1.62,4.0,2.77,2.23345025,32.0419,0.0669931,332.02,0.0,4.0,0.346,0.346,0.173,1.857,2.0,1.71,2.51258831,79.926277
13.5,31.0,59.5,93.0,0.09107,14.5217696,0.817084,1.857,2.0,1.562,0.36769553,30.0061,0.07815196,373.0,1.0,12.0,5.2412,0.09107,0.34634,1.81,2.64,8.749,1.95366544,34.0329
9.0,98.0,7.5,53.0,9.40552614,5.2412,0.34634,0.0,6.0,5.09,1.64048773,30.0061,0.04520578,413.0,0.0,12.0,0.346,14.5217696,0.1091,1.67229184,6.0,2.507,3.02500281,16.0425
155.0,47.0,17.5,88.0,27.8806313,0.39021,1.69614207,0.0,2.0,0.787,1.95366544,141.939,0.04787982,289.0,0.0,12.0,27.8806313,0.32192,0.4912,0.715,6.0,1.71,1.6541585,60.075
98.0,121.0,65.5,61.5,20.47007,0.50424,0.173,1.857,2.0,3.882,0.24859606,127.91241,0.0466762,436.6,1.0,8.0,27.8806313,0.62048896,0.09107,1.857,4.0,2.448,2.83596962,95.92568
22.0,57.0,22.5,12.0,20.46362,8.34923939,0.34634,1.38,2.0,1.501,0.98570685,2.01588,0.05248072,356.95,0.0,10.0,0.09107,0.50424,60.853,1.38,2.64,5.09,1.64048773,44.0095
65.5,36.0,69.0,71.0,3.09855,18.5519677,1.176646,1.826526,2.0,2.103,3.02500281,28.0134,0.03586361,354.95,0.0,10.0,0.346,10.4401993,5.2412,1.957,2.0,0.69436,2.00771188,17.0305
128.0,111.0,83.5,81.0,9.94664516,0.82323552,0.79287185,2.331,6.0,1.562,3.65367851,44.071,0.06977337,380.2,1.0,8.64,20.47007,20.5597234,1.92252895,1.109,6.0,1.71,0.78954903,79.926277
71.0,106.0,110.0,85.0,20.46362,8.34923939,9.27770838,1.109,6.0,2.103,2.92049556,17.0305,0.038572,416.5,1.0,4.0,5.182,5.2412,0.20285674,0.11011,2.0,3.02,1.95366544,17.0305
60.5,84.0,45.0,74.0,9.57789,1.0012,0.85179,1.6331,4.0,2.77,1.3576325,34.0329,0.12061224,442.9,1.0,8.64,0.346,0.1091,0.39021,1.826526,2.64,0.69436,4.41046071,28.0134
118.0,16.5,41.0,48.0,5.2412,0.20285674,1.92252895,0.828,2.0,0.787,2.00771188,50.96825,0.04614754,370.2,1.0,8.0,5.182,16051.1165,0.1091,1.109,4.0,5.09,0.2192031,2.33375552
1.0,162.0,1.5,73.5,4.828,14.5217696,1.43767,0.0,2.0,2.54,2.09633013,53.97324,0.06273792,347.15,0.0,10.0,5.2412,0.62048896,10.4401993,1.2974,2.64,3.21,1.64048773,80.063
18.0,107.0,11.0,75.5,5.1734,1.0012,5.2412,1.51,4.0,1.698,2.00771188,127.91241,0.17210159,334.5,1.0,12.0,5.182,9.94664516,0.173,1.67229184,2.64,1.562,2.83596962,50.96825
61.5,61.0,65.5,61.5,20.47007,10.4401993,0.34634,1.6552,6.0,1.953,3.90888629,146.0554,0.06481883,354.95,0.0,10.0,20.47007,1.92252895,1.92252895,1.957,4.0,2.448,2.09633013,2.01588
44.0,157.0,12.5,92.0,9.40552614,6.42637,20.5597234,1.109,2.0,0.8,4.41046071,127.91241,0.05438049,372.0,0.0,6.0,9.94664516,0.346,0.4912,1.2974,4.0,1.67892,0.78954903,2.33375552
110.0,135.0,29.0,3.5,5.2412,1.176646,1.13425949,1.826526,4.0,1.71,0.0,26.0373,0.06273792,360.5,1.0,10.0,5.182,0.817084,6.22750356,1.81,2.0,2.515,0.0,80.063
156.0,29.0,56.5,1.5,4.828,1.176646,60.853,2.331,2.0,3.487,3.70806796,35.976793,0.04787982,346.0,1.0,8.0,20.46362,1.92252895,5.2412,0.11011,2.64,0.69436,2.83596962,146.0554
142.0,98.0,55.5,75.0,5.182,0.41778,0.09107,2.331,4.0,5.09,0.98570685,80.063,0.06365723,335.3,0.0,4.0,27.8806313,0.20285674,0.817084,0.11011,4.0,2.515,1.6541585,93.9529
70.0,149.0,109.0,50.5,9.40552614,0.41778,0.85179,0.828,2.0,3.21,2.83596962,17.0305,0.05438049,363.0,0.0,10.0,9.94664516,0.1091,10.4401993,0.0,2.0,0.787,2.09633013,18.0153
117.0,141.0,103.0,10.0,0.346,18.5519677,6.42637,1.67229184,4.0,2.247,1.95366544,17.0073,0.13865993,301.9,1.0,12.0,0.09107,0.817084,1.92252895,0.159,2.0,0.8,2.43810418,32.0419
9.0,54.0,22.5,33.0,5.182,0.20285674,0.62048896,0.0,4.0,2.54,0.98570685,146.0554,0.04614754,366.7,1.0,4.0,20.47007,0.1091,0.39021,1.38,4.0,5.09,2.51258831,146.0554
43.5,33.5,47.5,64.5,9.40552614,1.43767,0.4912,1.957,2.0,4.188,4.47975717,30.0061,0.14524111,360.5,1.0,12.0,20.46362,8.34923939,20.5597234,0.715,6.0,1.67892,0.98994949,93.9529
83.0,33.0,1.0,57.5,20.47007,1.43767,1.176646,1.38,2.0,3.21,2.00771188,30.0061,0.05367046,370.0,1.0,4.0,100000.0,1.69614207,0.1091,0.11011,6.0,1.71,1.95366544,28.0101
6.0,145.0,44.5,11.0,20.47007,0.62048896,1.176646,1.6331,2.0,1.501,2.71717568,64.064,0.04248722,311.45,1.0,12.0,5.24631,0.3528,0.817084,0.159,2.0,2.515,0.84357839,28.97
155.0,70.5,28.0,38.0,0.346,9.94664516,0.79287185,1.51,6.0,1.698,0.0,28.0101,0.06365723,342.75,1.0,10.0,20.46362,0.20285674,0.32192,1.67229184,2.64,1.698,3.02500281,44.0095
72.5,116.0,24.5,55.0,4.25240851,18.5519677,4.74202,0.45,6.0,5.09,0.07071068,20.00689,0.05793135,386.7,0.0,6.0,5.24631,0.85179,8.34923939,0.159,2.0,0.69436,0.83259471,79.926277
25.0,62.5,3.0,49.5,3.09855,0.82323552,0.817084,0.0,2.0,5.09,0.98994949,2.01588,0.13933063,347.85,1.0,10.0,0.09107,0.1091,0.09107,0.828,6.0,2.507,0.07071068,60.075
0.5,108.0,87.0,76.5,0.346,9.94664516,0.25021,1.826526,4.0,2.215,3.70806796,64.064,0.05438049,399.5,1.0,4.0,20.46362,8.34923939,9.27770838,1.4719,2.0,8.749,0.36769553,34.0329
43.0,94.0,8.0,53.0,5.24631,10.4401993,0.62048896,1.4719,4.0,2.215,2.92049556,35.976793,0.06365723,329.0,1.0,12.0,100000.0,0.20285674,0.79287185,1.51,2.0,0.787,0.36769553,146.0554
144.0,83.5,72.5,24.0,3.09855,0.20285674,0.8282,1.67229184,2.0,2.507,1.64048773,44.071,0.03636004,370.6,1.0,6.0,0.346,8.34923939,60.853,1.957,2.0,0.8,3.02500281,79.926277
144.0,104.0,65.5,18.5,20.47007,6.42637,1.43767,1.62,6.0,3.02,0.78954903,30.026,0.02688417,395.0,0.0,12.0,5.2412,0.817084,20.5597234,1.38,4.0,0.787,2.00771188,2.33375552
134.0,29.5,94.0,77.5,5.1734,9.57789,5.2412,1.826526,4.0,2.507,3.70806796,26.0373,0.06328546,442.9,0.0,10.0,5.24631,0.3528,0.79287185,1.38,6.0,2.515,0.98994949,16.0425
77.0,32.5,83.0,109.0,9.40552614,5.2412,0.32192,1.62,2.0,1.562,0.78954903,95.92568,0.04760546,340.2,0.0,8.64,20.46362,0.3528,1.69614207,0.159,6.0,4.49,0.07071068,50.96825
30.0,160.0,45.5,110.0,100000.0,18.5519677,60.853,1.857,2.0,5.453,2.09633013,28.0134,0.05438049,416.5,1.0,12.0,20.47007,0.50424,1.92252895,1.67229184,2.0,3.438,2.00771188,28.97
11.0,35.0,37.0,50.0,2.0273542,0.41778,0.32192,0.159,6.0,1.953,1.64048773,146.0554,0.17210159,323.5,0.0,8.0,5.2412,0.50424,0.4912,0.159,2.0,1.562,2.71717568,35.976793
139.0,65.0,35.5,71.5,0.346,0.41778,0.8282,0.0,2.0,0.787,0.76412215,146.0554,0.05830627,347.15,0.0,8.64,0.09107,0.1091,20.5597234,0.715,4.0,1.501,1.6541585,76.141
84.5,56.5,119.0,34.0,9.57789,9.57789,0.09107,1.51,2.0,1.298,2.51258831,20.00689,0.06509057,351.5,0.0,6.0,5.182,1.69614207,5.2412,1.2974,6.0,0.8,0.98570685,95.92568
2.5,18.5,111.0,61.0,5.24631,60.853,0.173,1.81,2.0,1.698,2.71717568,26.0373,0.04614754,347.85,0.0,6.0,9.94664516,14.5217696,1.92252895,1.109,2.64,1.501,2.51258831,28.97
36.0,165.0,28.0,70.0,0.09107,9.57789,60.853,1.51,2.0,1.562,0.98570685,17.0305,0.04614754,342.75,0.0,10.0,100000.0,0.39021,0.09107,1.826526,4.0,8.749,2.83596962,28.97
35.0,113.0,20.5,61.5,4.828,8.34923939,5.2412,1.4719,6.0,4.49,2.71717568,15.0234751,0.05594409,370.0,1.0,12.0,0.346,0.50424,0.4912,1.4719,2.0,1.698,2.00771188,44.0095
37.0,15.5,89.0,79.5,27.8806313,0.3528,20.5597234,1.857,4.0,2.77,2.71717568,141.939,0.04110102,358.0,0.0,8.0,5.2412,0.50424,0.4912,0.715,2.64,3.616,0.98570685,31.9988
40.0,37.0,103.0,55.0,0.09107,6.42637,0.62048896,0.45,2.0,2.77,0.98994949,64.064,0.06365723,384.2,0.0,8.0,20.47007,20.5597234,6.22750356,0.159,4.0,1.501,0.30886424,2.01588
0.0,52.0,118.0,66.5,9.94664516,1.69614207,0.2935265,1.38,6.0,1.501,4.47975717,60.075,0.04071358,289.0,0.0,4.0,4.25240851,0.20285674,0.79287185,0.11011,2.64,2.54,2.83596962,60.075
59.0,38.0,33.0,58.0,100000.0,0.82323552,0.817084,1.6552,6.0,1.136,3.70806796,28.0101,0.06834818,303.0,0.0,12.0,5.2412,1.69614207,0.20285674,1.2974,4.0,1.562,1.95366544,44.071
158.0,46.0,67.0,91.0,2.0273542,1.0012,0.2935265,0.828,6.0,7.325,0.36769553,80.063,0.04158464,303.0,1.0,8.64,20.46362,1.69614207,51.3761602,1.826526,2.0,5.39684463,1.6541585,30.0061
54.5,0.5,60.5,51.0,27.8806313,0.09107,10.4401993,0.45,2.0,5.61,3.90888629,64.064,0.05275517,301.9,1.0,8.0,5.24631,0.50424,10.4401993,1.109,4.0,4.49,0.36769553,53.97324
51.5,61.0,53.5,20.5,20.46362,0.3528,0.8282,1.67229184,6.0,1.698,3.90888629,93.9529,0.06048193,300.0,1.0,8.64,27.8806313,1.92252895,5.2412,0.159,2.0,3.438,0.07071068,60.075
13.5,66.0,72.5,107.0,2.0273542,0.50424,6.22750356,1.67229184,2.0,2.77,0.78954903,28.0134,0.06365723,438.4,1.0,8.64,20.46362,0.82323552,0.34634,1.2974,4.0,1.501,0.0,79.926277
146.0,81.5,70.0,19.5,5.24631,6.42637,1.92252895,1.4719,6.0,2.247,1.95366544,146.0554,0.04731758,438.4,0.0,6.0,0.09107,16051.1165,10.4401993,1.957,2.64,3.21,2.43810418,80.063
131.0,114.0,12.5,52.0,0.09107,0.50424,1.13425949,2.331,2.0,2.103,0.46244783,50.96825,0.04760546,332.0,0.0,4.0,9.94664516,20.5597234,0.20285674,1.957,6.0,2.103,2.83596962,50.96825
11.0,18.5,59.5,79.5,20.47007,0.85179,10.4401993,1.2974,2.0,19.029,4.47975717,32.0419,0.038427,330.75,0.0,10.0,20.47007,8.34923939,1.69614207,1.81,4.0,1.501,1.70683411,146.0554
1.5,98.0,119.0,55.5,9.57789,0.346,9.27770838,1.857,6.0,3.487,0.76412215,28.0532,0.13933063,438.4,0.0,4.0,0.09107,8.34923939,0.85179,1.67229184,4.0,3.21,0.84357839,50.96825
58.5,67.0,43.0,111.0,20.47007,0.25021,60.853,0.45,2.0,7.325,2.83596962,34.0329,0.0557398,436.6,1.0,4.0,5.2412,0.817084,0.173,1.4719,2.64,1.698,2.09633013,31.9988
48.5,83.0,118.0,3.5,3.09855,0.20285674,0.2935265,1.62,6.0,7.325,0.41295036,26.0373,0.11915375,386.0,0.0,10.0,5.2412,0.1091,60.853,0.828,6.0,3.438,2.83596962,44.0095
16.5,73.0,38.0,111.0,5.24631,0.85179,1.69614207,0.11011,2.0,3.882,1.64048773,47.0134,0.05211274,399.5,0.0,8.64,0.346,60.853,9.27770838,0.715,4.0,5.39684463,2.43810418,93.9529
83.0,0.5,19.0,84.0,9.40552614,0.09107,4.74202,0.11011,6.0,1.953,0.07071068,34.0329,0.13865993,330.75,0.0,8.64,5.182,20.5597234,5.2412,1.957,6.0,0.787,1.64048773,93.9529
35.0,73.5,26.0,46.5,0.09107,0.50424,1.13425949,1.109,4.0,3.21,2.83596962,44.0095,0.03636004,340.2,0.0,4.0,5.182,14.5217696,9.27770838,1.2974,2.0,2.215,2.71717568,93.9529
107.0,23.5,69.5,70.0,9.40552614,0.85179,20.5597234,0.828,2.0,3.487,4.47975717,26.0373,0.02688417,354.95,1.0,8.0,0.346,1.43767,10.4401993,1.826526,2.64,1.562,2.83596962,2.33375552
143.0,8.5,60.5,71.5,5.182,1.29536237,6.42637,1.62,4.0,2.515,0.0,79.926277,0.05248072,356.95,1.0,12.0,4.25240851,0.50424,5.2412,0.715,6.0,2.448,0.30886424,53.97324
52.5,10.5,58.5,63.0,3.09855,0.39021,0.20285674,1.38,4.0,2.77,2.71717568,60.075,0.07815196,376.0,1.0,10.0,27.8806313,0.09107,0.32192,1.2974,2.64,3.438,0.98994949,35.976793
46.5,59.0,35.5,95.0,4.828,0.39021,0.39021,0.0,6.0,1.71,2.71717568,18.0153,0.04467116,375.0,1.0,10.0,27.8806313,0.32192,0.817084,1.38,6.0,0.787,0.76412215,44.0095
42.0,0.5,46.0,10.0,20.47007,9.94664516,0.79287185,1.38,2.0,5.61,0.98570685,95.92568,0.04614754,395.0,1.0,10.0,20.46362,8.34923939,8.34923939,1.847,6.0,0.8,0.83259471,28.0101
131.0,70.5,21.5,14.5,100000.0,14.5217696,0.20285674,1.857,4.0,2.247,2.83596962,31.9988,0.05235715,335.3,0.0,6.0,4.25240851,0.50424,6.22750356,1.38,4.0,1.562,0.98570685,146.0554
0.0,62.0,106.0,83.0,5.1734,18.5519677,0.39021,1.813,2.0,3.616,1.70683411,20.00689,0.07399752,370.0,1.0,12.0,20.46362,1.92252895,60.853,1.847,2.0,2.448,0.30886424,60.075
65.0,53.0,73.0,1.0,5.182,0.346,10.4401993,1.957,4.0,1.953,0.98994949,146.0554,0.17210159,368.5,0.0,4.0,9.94664516,8.34923939,1.92252895,1.109,2.64,2.103,3.02500281,31.9988
160.0,122.0,100.0,19.5,3.09855,10.4401993,1.69614207,1.67229184,4.0,3.438,3.02500281,80.063,0.05275517,376.0,1.0,12.0,100000.0,16051.1165,1.67195,1.67229184,6.0,0.8,1.70683411,2.01588
167.0,34.0,70.5,65.0,100000.0,1.69614207,6.42637,0.159,2.0,2.77,2.23345025,15.0234751,0.04375836,352.5,0.0,10.0,5.182,5.2412,6.22750356,1.847,2.0,1.67892,0.30886424,32.0419
32.0,65.0,115.0,96.0,20.46362,0.39021,18.5519677,2.331,2.0,1.71,0.84357839,15.0234751,0.13040189,395.0,1.0,4.0,100000.0,0.1091,6.22750356,1.81,2.0,2.448,0.84357839,44.0095
48.5,47.0,44.0,73.0,5.2412,1.29536237,0.39021,1.81,6.0,2.215,0.36769553,26.0373,0.05618405,361.0,0.0,10.0,9.94664516,0.817084,0.817084,1.4719,2.0,5.09,2.83596962,76.141
10.5,94.0,64.0,50.5,5.24631,0.25021,5.2412,0.45,2.0,2.54,0.36769553,28.0532,0.05211999,338.0,1.0,4.0,9.94664516,1.6227512,0.4912,1.826526,2.64,2.215,0.07071068,44.071
18.5,43.0,76.5,52.0,0.346,1.0012,1.69614207,1.51,4.0,7.325,2.71717568,30.026,0.05274073,366.7,1.0,8.0,5.2412,1.92252895,0.39021,1.847,2.0,0.8,0.07071068,28.0134
118.0,15.0,67.5,34.5,0.346,9.57789,0.79287185,1.847,6.0,5.39684463,0.78954903,28.0532,0.04248722,346.0,1.0,4.0,0.346,0.32192,0.62048896,0.11011,6.0,1.698,1.6541585,32.0419
78.0,62.0,84.5,32.0,20.47007,9.57789,18.5519677,1.62,2.0,1.698,2.23345025,20.00689,0.038427,289.0,0.0,4.0,0.346,0.20285674,1.43767,1.67229184,4.0,2.215,0.41295036,76.141
36.0,63.0,34.5,18.5,0.09107,1.43767,1.176646,1.81,2.0,2.215,3.90888629,80.063,0.0496352,369.5,1.0,12.0,5.182,0.346,0.34634,0.828,2.64,3.21,3.02500281,28.97
110.0,37.5,46.0,43.0,4.828,0.41778,20.5597234,1.957,4.0,4.188,0.78954903,50.96825,0.05211999,287.25,0.0,4.0,0.346,0.82323552,0.85179,1.957,2.0,1.698,0.41295036,95.92568
119.0,150.0,7.0,61.5,0.09107,1.176646,6.22750356,1.813,6.0,2.77,2.00771188,30.0061,0.05675657,413.0,1.0,8.64,5.2412,0.62048896,1.92252895,1.957,6.0,2.103,2.83596962,53.97324
3.0,7.0,57.0,77.5,2.0273542,6.42637,9.27770838,1.957,2.0,2.215,3.02500281,16.0425,0.0669931,346.0,1.0,4.0,20.46362,0.50424,0.817084,1.4719,2.64,5.61,2.00771188,16.0425
162.0,45.5,81.0,69.5,0.346,20.5597234,0.79287185,1.81,6.0,2.247,1.6541585,141.939,0.04467116,330.0,0.0,6.0,100000.0,10.4401993,0.173,0.828,4.0,1.67892,1.6541585,30.0061
41.0,65.5,93.0,73.0,4.828,60.853,1.176646,0.0,6.0,2.54,0.0,79.926277,0.0655435,399.5,0.0,12.0,0.09107,1.6227512,20.5597234,0.159,2.0,2.103,1.95366544,30.0061
28.5,17.0,4.0,5.0,5.182,1.43767,18.5519677,1.51,6.0,1.501,1.70683411,93.9529,0.04787982,307.75,0.0,6.0,20.47007,1.6227512,0.1091,0.715,2.0,1.698,0.07071068,80.063
55.0,6.0,94.0,59.5,5.182,8.34923939,6.42637,2.331,2.0,1.953,0.24859606,93.9529,0.04752233,429.4,1.0,8.64,5.24631,0.20285674,51.3761602,0.0,4.0,1.71,1.64048773,53.97324
69.0,62.0,33.0,76.0,9.57789,0.25021,1.67195,1.4719,2.0,1.562,1.3576325,93.9529,0.02688417,371.5,0.0,10.0,5.2412,0.32192,0.85179,1.857,6.0,1.501,0.36769553,2.33375552
99.0,114.0,68.0,6.5,4.25240851,0.817084,1.176646,1.847,6.0,2.54,3.90888629,53.97324,0.04248722,331.95,1.0,8.64,5.2412,0.32192,0.09107,1.67229184,2.64,1.698,0.84357839,79.926277
68.0,9.0,72.0,42.0,9.40552614,1.92252895,1.67195,1.6552,2.0,5.453,4.41046071,95.92568,0.06509057,351.0,1.0,8.0,100000.0,0.82323552,0.09107,1.957,2.0,2.54,0.2192031,28.0101
69.0,6.5,44.0,10.0,100000.0,0.85179,0.20285674,1.109,2.0,2.507,0.46244783,17.0305,0.02688417,371.5,0.0,6.0,100000.0,0.39021,0.817084,1.847,2.0,3.438,0.83259471,32.0419
154.0,9.0,34.5,106.0,5.182,1.29536237,0.85179,1.51,6.0,3.02,3.65367851,17.0073,0.05211274,354.95,0.0,8.0,27.8806313,0.1091,8.34923939,1.4719,2.0,5.39684463,2.09633013,79.926277
24.0,135.0,80.5,52.0,3.09855,20.5597234,6.42637,1.6331,4.0,2.77,0.0,16.0425,0.05920685,368.5,0.0,6.0,5.182,0.1091,0.62048896,0.11011,2.64,19.029,1.6541585,53.97324
99.0,7.0,42.0,77.5,27.8806313,0.50424,0.39021,0.45,4.0,0.8,0.76412215,44.0095,0.06481883,326.5,1.0,12.0,27.8806313,8.34923939,0.79287185,0.159,4.0,2.54,2.51258831,28.97
39.0,151.0,90.0,48.5,9.57789,1.43767,1.176646,1.81,4.0,2.54,0.78954903,28.0101,0.06561478,326.5,0.0,6.0,20.46362,9.94664516,0.4912,1.51,2.0,3.438,0.2192031,20.00689
90.0,55.0,71.0,52.0,5.24631,5.2412,0.36749,1.4719,6.0,0.8,3.70806796,141.939,0.04110102,368.5,1.0,8.0,100000.0,0.817084,1.92252895,1.81,4.0,5.39684463,0.30886424,31.9988
61.0,41.5,8.5,72.0,0.346,20.5597234,6.42637,1.109,2.0,1.562,0.41295036,64.064,0.06365723,386.7,0.0,6.0,100000.0,16051.1165,0.4912,0.11011,6.0,5.61,1.64048773,44.071
161.0,121.0,12.5,108.0,9.94664516,1.29536237,0.34634,0.11011,4.0,2.54,1.3576325,79.926277,0.04520578,356.95,1.0,12.0,5.182,1.67195,6.22750356,1.109,2.64,3.02,0.76412215,44.071
130.0,70.5,108.0,1.5,27.8806313,0.41778,4.74202,0.0,4.0,1.71,4.41046071,50.96825,0.06273792,342.75,0.0,8.0,5.182,1.92252895,10.4401993,1.109,4.0,3.21,2.51258831,28.97
0.0,90.0,100.0,19.5,3.09855,1.92252895,0.34634,0.45,2.0,1.71,2.23345025,18.0153,0.05594409,347.15,0.0,4.0,20.46362,1.6227512,6.22750356,1.2974,2.0,3.02,2.09633013,76.141
12.5,66.0,2.5,33.5,5.182,1.92252895,60.853,1.51,2.0,2.247,0.0,44.071,0.05467328,444.4,1.0,8.0,100000.0,0.20285674,1.69614207,1.847,2.64,1.71,2.09633013,2.33375552
109.0,82.0,59.0,22.5,100000.0,0.3441739,0.36749,1.38,2.0,3.882,2.00771188,15.0234751,0.0496352,332.0,0.0,4.0,5.24631,0.20285674,20.5597234,1.67229184,6.0,1.953,0.2192031,50.96825
47.0,40.0,106.0,61.0,27.8806313,0.41778,4.74202,1.857,6.0,7.325,4.41046071,95.92568,0.10394785,366.7,1.0,8.64,20.47007,1.92252895,10.4401993,1.826526,2.64,3.438,0.30886424,31.9988
7.0,99.0,67.0,82.5,0.09107,0.09107,1.69614207,0.45,6.0,3.882,4.41046071,17.0073,0.0550182,413.8,1.0,12.0,9.94664516,0.20285674,0.4912,1.51,2.0,0.8,0.78954903,18.0153
73.0,52.5,122.0,20.0,4.25240851,20.5597234,1.67195,1.6552,4.0,1.562,0.2192031,127.91241,0.038427,353.2,1.0,10.0,9.94664516,0.1091,20.5597234,1.847,6.0,1.698,0.83259471,80.063
42.5,117.0,97.0,105.0,4.25240851,0.82323552,1.13425949,0.11011,6.0,5.61,0.2192031,17.0305,0.13040189,413.0,0.0,6.0,0.09107,0.39021,5.2412,1.4719,2.64,2.54,0.0,44.071
147.0,37.5,72.0,16.5,4.828,1.92252895,0.20285674,1.109,4.0,4.49,0.76412215,141.939,0.06048193,470.0,1.0,12.0,20.47007,60.853,0.62048896,1.109,4.0,5.09,0.76412215,2.33375552
5.0,120.0,40.5,76.0,5.182,5.2412,0.2935265,1.109,4.0,7.325,0.76412215,20.00689,0.05231977,416.5,0.0,12.0,0.09107,16051.1165,60.853,1.847,2.0,3.02,2.00771188,53.97324
165.0,8.5,1.5,23.5,4.25240851,20.5597234,6.22750356,1.38,4.0,3.02,2.23345025,79.926277,0.04357088,438.4,0.0,8.64,20.47007,0.32192,0.79287185,1.957,2.64,2.103,0.78954903,80.063
87.0,66.0,98.0,24.0,5.182,0.41778,0.85179,1.6331,6.0,1.298,2.51258831,47.0134,0.0496352,371.5,0.0,12.0,20.47007,0.09107,0.1091,0.0,4.0,0.69436,0.2192031,18.0153
162.0,134.0,39.0,115.0,4.25240851,0.50424,0.20285674,1.62,2.0,2.54,0.78954903,34.0329,0.04614754,329.0,0.0,8.64,27.8806313,16051.1165,0.85179,1.2974,4.0,2.215,2.71717568,20.00689
114.0,121.0,13.5,28.5,0.09107,14.5217696,0.8282,0.0,6.0,1.562,0.98994949,44.0095,0.04248722,333.9,1.0,8.0,100000.0,14.5217696,20.5597234,1.38,2.0,1.501,3.02500281,16.0425
18.5,27.5,1.5,24.0,5.2412,8.34923939,0.8282,1.826526,6.0,1.501,0.46244783,28.0134,0.05211274,338.0,0.0,12.0,0.09107,0.09107,0.32192,1.2974,2.0,0.787,2.71717568,30.0061
2.5,52.5,18.0,1.0,5.182,0.41778,1.43767,1.38,2.0,2.103,1.95366544,18.0153,0.03636004,380.2,1.0,8.64,5.24631,8.34923939,10.4401993,1.826526,2.64,2.215,0.84357839,44.0095
122.0,52.5,20.5,40.0,9.94664516,0.39021,0.817084,1.847,6.0,5.39684463,3.70806796,64.064,0.05830627,311.45,1.0,8.64,9.94664516,1.69614207,1.67195,1.957,2.64,0.8,0.30886424,28.0134
